code,R,F,M,Àà±ð
6121,44,1,166,4
6122,145,1,149,3
6123,133,1,207,0
6124,167,1,262,0
6125,117,1,149,3
6126,40,1,49,1
6127,14,1,79,1
6128,34,1,94,1
6129,154,1,72,7
6130,170,1,87,7
6131,169,1,64,7
6132,67,1,249,4
6133,1,2,47,2
6134,170,1,84,7
6135,133,1,102,3
6136,43,1,257,4
6137,92,1,59,1
6138,14,1,63,1
6139,33,1,94,1
6140,101,1,148,3
6141,153,1,72,7
6142,133,1,117,3
6143,159,1,160,3
6144,170,1,206,0
6145,170,1,128,3
6146,31,1,133,1
6147,92,1,217,0
6148,8,1,185,4
6149,92,1,121,3
6150,133,1,221,0
6151,128,1,124,3
6152,130,1,144,3
6153,173,1,149,3
6154,152,1,87,7
6155,133,1,87,7
6156,145,1,40,7
6157,53,1,89,1
6158,132,1,137,3
6159,73,2,114,2
6160,105,1,149,3
6161,132,1,139,3
6162,33,1,240,4
6163,72,1,199,4
6164,52,1,32,1
6165,4,2,137,2
6166,170,1,182,0
6167,71,1,116,1
6168,92,1,148,3
6169,112,1,201,0
6170,125,1,149,3
6171,89,1,124,3
6172,73,2,130,2
6173,27,1,128,1
6174,92,1,246,0
6175,147,1,250,0
6176,7,1,193,4
6177,170,1,144,3
6178,46,1,49,1
6179,103,1,32,7
6180,164,1,251,0
6181,170,1,247,0
6182,73,1,267,4
6183,108,1,229,0
6184,119,2,202.5,2
6185,170,1,127,3
6186,160,1,235,0
6187,132,1,87,7
6188,14,1,82,1
6189,170,1,172,3
6190,165,1,144,3
6191,170,1,148,3
6192,170,1,72,7
6193,169,1,151,3
6194,170,1,72,7
6195,170,1,74,7
6196,73,1,178,4
6197,157,1,40,7
6198,131,2,144,2
6199,122,1,94,3
6200,73,1,227,4
6201,131,1,130,3
6202,133,1,235,0
6203,73,1,87,1
6204,83,1,75,1
6205,104,1,205,0
6206,156,1,121,3
6207,175,1,217,0
6208,170,1,157,3
6209,9,1,41,1
6210,34,1,177,4
6211,86,1,49,1
6212,162,1,38,7
6213,170,1,131,3
6214,102,1,111,3
6215,73,1,208,4
6216,170,1,79,7
6217,102,1,94,3
6218,53,1,34,1
6219,14,1,63,1
6220,132,1,291,0
6221,165,1,31,7
6222,132,1,87,7
6223,156,1,47,7
6224,92,1,34,1
6225,133,1,87,7
6226,122,1,94,3
6227,12,1,40,1
6228,11,1,44,1
6229,170,1,79,7
6230,170,1,94,7
6231,6,1,92,1
6232,143,1,186,0
6233,165,1,131,3
6234,7,1,37,1
6235,170,1,74,7
6236,47,1,141,4
6237,38,1,149,4
6238,3,1,132,1
6239,11,1,87,1
6240,12,1,240,4
6241,170,1,210,0
6242,170,1,60,7
6243,170,1,73,7
6244,92,1,171,3
6245,8,1,218,4
6246,102,1,94,3
6247,156,1,140,3
6248,113,1,144,3
6249,170,1,74,7
6250,73,1,132,3
6251,141,1,236,0
6252,133,1,99,3
6253,139,1,181,3
6254,51,1,184,4
6255,52,1,106,1
6256,157,1,323,0
6257,7,1,137,4
6258,133,1,202,0
6259,85,1,137,3
6260,107,1,269,0
6261,5,4,111.5,6
6262,160,1,237,0
6263,141,1,227,0
6264,145,1,65,7
6265,133,1,162,3
6266,35,1,94,1
6267,133,1,181,3
6268,29,1,124,1
6269,132,1,133,3
6270,133,2,225,2
6271,131,1,174,3
6272,32,1,154,4
6273,131,1,132,3
6274,116,1,124,3
6275,170,1,84,7
6276,24,1,50,1
6277,95,1,272,0
6278,154,1,50,7
6279,167,1,63,7
6280,117,2,45.5,2
6281,73,1,194,4
6282,5,1,87,1
6283,88,1,35,1
6284,92,1,132,3
6285,52,1,139,4
6286,91,1,117,3
6287,166,1,246,0
6288,89,1,183,3
6289,102,1,123,3
6290,169,1,233,0
6291,121,1,94,3
6292,101,1,163,3
6293,53,1,202,4
6294,170,1,207,0
6295,52,1,34,1
6296,154,1,87,7
6297,6,1,31,1
6298,73,2,238,2
6299,159,1,64,7
6300,160,1,33,7
6301,14,2,278.5,2
6302,9,1,67,1
6303,170,1,33,7
6304,170,1,72,7
6305,170,1,216,0
6306,24,1,182,4
6307,170,1,72,7
6308,132,1,203,0
6309,121,1,121,3
6310,14,1,30,1
6311,117,1,40,7
6312,111,1,144,3
6313,170,1,173,3
6314,92,2,122.5,2
6315,17,1,156,4
6316,152,1,63,7
6317,108,1,168,3
6318,170,1,87,7
6319,12,1,181,4
6320,65,1,38,1
6321,133,1,87,7
6322,134,1,149,3
6323,4,1,164,4
6324,52,1,34,1
6325,102,1,30,7
6326,170,1,128,3
6327,133,1,103,3
6328,136,1,149,3
6329,105,1,173,3
6330,133,1,105,3
6331,113,1,191,0
6332,130,2,108.5,2
6333,102,1,94,3
6334,14,1,79,1
6335,114,2,34.5,2
6336,133,1,87,7
6337,96,1,144,3
6338,73,2,66,2
6339,163,1,188,0
6340,71,1,157,4
6341,47,1,149,4
6342,37,1,94,1
6343,0,1,69,1
6344,14,1,59,1
6345,32,1,40,1
6346,73,1,87,1
6347,133,1,237,0
6348,170,1,134,3
6349,2,1,72,1
6350,97,1,181,3
6351,154,1,72,7
6352,59,1,144,4
6353,113,1,178,3
6354,122,1,254,0
6355,0,2,107,2
6356,14,1,130,1
6357,159,1,130,3
6358,87,2,215.5,2
6359,91,1,94,3
6360,73,1,196,4
6361,122,1,251,0
6362,170,1,78,7
6363,170,1,100,7
6364,62,1,94,1
6365,41,1,49,1
6366,6,1,148,4
6367,170,1,38,7
6368,143,1,140,3
6369,52,1,113,1
6370,155,1,149,3
6371,73,2,278,2
6372,72,1,155,4
6373,131,1,134,3
6374,153,1,246,0
6375,101,1,238,0
6376,133,1,89,7
6377,52,1,89,1
6378,170,1,190,0
6379,131,1,33,7
6380,7,1,79,1
6381,169,1,108,7
6382,151,1,146,3
6383,53,1,89,1
6384,36,1,34,1
6385,170,1,202,0
6386,14,1,79,1
6387,144,1,224,0
6388,106,1,198,0
6389,14,1,63,1
6390,122,1,30,7
6391,160,1,159,3
6392,132,1,207,0
6393,170,1,74,7
6394,133,1,87,7
6395,170,1,344,0
6396,107,1,264,0
6397,14,1,140,4
6398,170,1,72,7
6399,162,1,145,3
6400,168,1,234,0
6401,127,1,144,3
6402,73,1,236,4
6403,14,2,75.5,2
6404,169,1,31,7
6405,14,1,30,1
6406,128,1,127,3
6407,133,1,191,0
6408,40,1,240,4
6409,49,1,73,1
6410,5,1,179,4
6411,73,1,165,4
6412,85,1,149,3
6413,121,1,138,3
6414,73,1,263,4
6415,167,1,114,7
6416,170,1,84,7
6417,16,1,264,4
6418,94,1,144,3
6419,11,1,232,4
6420,14,1,258,4
6421,37,1,34,1
6422,133,1,195,0
6423,170,1,111,7
6424,153,1,141,3
6425,22,1,32,1
6426,108,1,32,7
6427,133,1,124,3
6428,73,1,107,1
6429,17,1,48,1
6430,15,1,256,4
6431,92,2,40.5,2
6432,154,2,131.5,2
6433,133,1,51,7
6434,131,1,115,3
6435,170,1,87,7
6436,67,1,94,1
6437,133,1,256,0
6438,112,1,44,7
6439,26,1,40,1
6440,106,1,144,3
6441,116,2,153.5,2
6442,170,1,245,0
6443,151,2,89.5,2
6444,40,1,158,4
6445,53,1,30,1
6446,19,1,155,4
6447,170,1,30,7
6448,73,1,111,1
6449,73,1,89,1
6450,122,1,94,3
6451,99,1,216,0
6452,102,1,49,7
6453,4,1,146,4
6454,158,2,112,2
6455,78,1,238,4
6456,30,1,236,4
6457,21,1,271,4
6458,14,1,162,4
6459,121,1,94,3
6460,19,1,94,1
6461,170,1,177,3
6462,170,1,235,0
6463,14,1,41,1
6464,170,1,84,7
6465,132,1,103,3
6466,14,1,79,1
6467,119,1,42,7
6468,14,1,133,1
6469,62,1,32,1
6470,133,1,214,0
6471,14,1,151,4
6472,14,2,54,2
6473,14,1,229,4
6474,92,1,254,0
6475,131,1,114,3
6476,167,1,144,3
6477,14,1,72,1
6478,125,1,144,3
6479,170,1,72,7
6480,159,1,36,7
6481,23,1,167,4
6482,140,1,77,7
6483,11,1,149,4
6484,101,1,94,3
6485,133,1,41,7
6486,110,1,226,0
6487,150,1,121,3
6488,9,2,181.5,2
6489,133,1,49,7
6490,131,1,99,3
6491,73,2,34.5,2
6492,14,1,82,1
6493,9,1,79,1
6494,14,1,75,1
6495,71,1,212,4
6496,133,2,58,2
6497,133,1,242,0
6498,159,1,79,7
6499,170,1,69,7
6500,4,1,132,1
6501,132,1,111,3
6502,150,1,240,0
6503,159,1,248,0
6504,149,1,268,0
6505,73,1,210,4
6506,24,1,204,4
6507,135,1,40,7
6508,169,1,63,7
6509,151,1,229,0
6510,52,1,188,4
6511,170,1,159,3
6512,102,1,198,0
6513,170,1,42,7
6514,177,1,180,0
6515,52,1,205,4
6516,36,2,77,2
6517,73,1,183,4
6518,170,1,72,7
6519,170,1,84,7
6520,47,1,49,1
6521,170,1,63,7
6522,131,1,130,3
6523,102,1,175,3
6524,101,1,118,3
6525,113,1,163,3
6526,162,1,218,0
6527,133,1,169,3
6528,131,1,241,0
6529,162,1,159,3
6530,10,1,79,1
6531,167,1,34,7
6532,73,1,87,1
6533,133,1,148,3
6534,109,1,215,0
6535,138,2,149,2
6536,131,1,184,3
6537,14,1,64,1
6538,63,2,155,2
6539,160,1,235,0
6540,166,1,61,7
6541,133,1,256,0
6542,161,1,246,0
6543,170,1,41,7
6544,35,1,94,1
6545,8,1,199,4
6546,170,1,82,7
6547,160,1,89,7
6548,159,1,117,3
6549,133,1,111,3
6550,53,1,170,4
6551,92,1,66,1
6552,109,1,49,7
6553,52,1,256,4
6554,33,1,94,1
6555,8,1,185,4
6556,72,1,149,4
6557,133,1,44,7
6558,132,1,118,3
6559,24,1,94,1
6560,127,1,182,3
6561,14,2,126.5,2
6562,170,1,253,0
6563,154,1,65,7
6564,170,1,244,0
6565,89,1,403,0
6566,133,1,204,0
6567,44,1,32,1
6568,2,1,145,4
6569,133,1,150,3
6570,73,1,117,1
6571,170,1,37,7
6572,133,1,87,7
6573,170,1,84,7
6574,170,1,84,7
6575,73,1,206,4
6576,163,1,258,0
6577,51,1,44,1
6578,133,1,128,3
6579,102,1,135,3
6580,170,1,175,3
6581,73,1,44,1
6582,6,1,87,1
6583,40,1,49,1
6584,14,1,30,1
6585,16,1,144,4
6586,92,1,94,3
6587,170,1,82,7
6588,31,1,144,4
6589,81,3,175.6666667,6
6590,8,2,208.5,2
6591,12,1,135,1
6592,18,1,32,1
6593,53,2,76.5,2
6594,133,1,263,0
6595,163,1,130,3
6596,107,1,121,3
6597,26,1,58,1
6598,13,1,161,4
6599,24,1,129,1
6600,132,1,220,0
6601,89,1,144,3
6602,158,1,149,3
6603,133,1,177,3
6604,112,1,208,0
6605,9,1,79,1
6606,170,1,259,0
6607,162,1,87,7
6608,14,1,155,4
6609,11,2,158.5,2
6610,27,1,144,4
6611,136,1,49,7
6612,73,2,205,2
6613,161,1,87,7
6614,167,1,63,7
6615,161,1,84,7
6616,170,1,82,7
6617,28,1,149,4
6618,85,1,113,3
6619,11,1,72,1
6620,115,1,144,3
6621,11,1,217,4
6622,101,1,34,7
6623,170,1,79,7
6624,133,1,99,3
6625,2,1,47,1
6626,23,1,252,4
6627,162,1,65,7
6628,42,1,234,4
6629,164,1,132,3
6630,37,1,111,1
6631,1,1,107,1
6632,118,1,273,0
6633,109,1,49,7
6634,108,1,198,0
6635,22,1,126,1
6636,170,1,89,7
6637,92,1,201,0
6638,159,1,79,7
6639,133,1,192,0
6640,151,1,31,7
6641,170,1,194,0
6642,168,1,110,7
6643,57,1,71,1
6644,14,1,200,4
6645,33,1,99,1
6646,49,1,224,4
6647,133,1,69,7
6648,85,1,112,3
6649,71,1,140,4
6650,153,1,62,7
6651,132,1,41,7
6652,134,1,232,0
6653,42,1,206,4
6654,45,1,120,1
6655,133,1,256,0
6656,155,1,133,3
6657,133,1,87,7
6658,170,1,171,3
6659,1,1,185,4
6660,92,1,111,3
6661,133,1,179,3
6662,5,1,40,1
6663,150,1,257,0
6664,73,1,133,3
6665,169,1,228,0
6666,19,1,135,1
6667,160,1,120,3
6668,131,1,195,0
6669,133,1,122,3
6670,131,1,101,3
6671,8,1,183,4
6672,15,1,149,4
6673,13,1,198,4
6674,133,1,56,7
6675,170,1,37,7
6676,152,1,147,3
6677,102,1,34,7
6678,133,1,87,7
6679,10,2,117.5,2
6680,170,1,84,7
6681,132,1,76,7
6682,52,1,89,1
6683,6,1,243,4
6684,158,1,241,0
6685,14,1,49,1
6686,133,1,45,7
6687,118,1,191,0
6688,152,1,97,7
6689,9,1,48,1
6690,128,1,94,7
6691,159,1,226,0
6692,34,1,34,1
6693,170,1,63,7
6694,35,1,333,4
6695,157,1,144,3
6696,170,1,54,7
6697,133,1,117,3
6698,133,1,106,3
6699,110,1,182,3
6700,153,1,37,7
6701,9,1,254,4
6702,122,1,34,7
6703,133,1,238,0
6704,170,1,34,7
6705,102,1,111,3
6706,56,1,144,4
6707,91,1,212,0
6708,19,1,94,1
6709,121,1,213,0
6710,102,1,110,3
6711,167,1,123,3
6712,143,1,207,0
6713,91,1,163,3
6714,133,1,65,7
6715,92,1,112,3
6716,73,1,96,1
6717,73,2,145,2
6718,108,1,144,3
6719,60,1,143,4
6720,133,1,187,0
6721,119,1,61,7
6722,170,1,131,3
6723,161,1,79,7
6724,5,1,270,4
6725,170,1,121,3
6726,144,1,168,3
6727,112,1,144,3
6728,57,1,144,4
6729,102,1,140,3
6730,102,1,186,3
6731,34,1,30,1
6732,152,1,82,7
6733,170,1,32,7
6734,24,1,168,4
6735,133,1,154,3
6736,71,1,96,1
6737,169,1,35,7
6738,170,1,79,7
6739,170,1,75,7
6740,14,2,192,2
6741,105,1,144,3
6742,36,1,221,4
6743,111,1,149,3
6744,133,1,33,7
6745,170,1,35,7
6746,73,1,87,1
6747,133,1,87,7
6748,103,1,144,3
6749,58,1,238,4
6750,174,1,39,7
6751,170,1,55,7
6752,5,1,210,4
6753,133,1,96,7
6754,89,1,133,3
6755,14,1,32,1
6756,133,1,87,7
6757,53,1,146,4
6758,9,1,87,1
6759,11,1,43,1
6760,102,1,155,3
6761,52,1,133,1
6762,33,1,99,1
6763,170,1,118,7
6764,170,1,30,7
6765,3,1,37,1
6766,14,1,182,4
6767,40,1,180,4
6768,57,1,40,1
6769,101,1,244,0
6770,98,1,49,7
6771,122,1,94,3
6772,159,1,30,7
6773,22,1,208,4
6774,5,1,64,1
6775,53,1,256,4
6776,170,1,87,7
6777,128,1,34,7
6778,79,1,118,3
6779,38,2,148,2
6780,170,1,39,7
6781,17,1,183,4
6782,11,1,124,1
6783,170,1,252,0
6784,169,1,72,7
6785,17,1,149,4
6786,36,1,235,4
6787,18,1,169,4
6788,10,1,261,4
6789,102,1,157,3
6790,7,1,64,1
6791,155,1,63,7
6792,7,3,132.6666667,6
6793,101,1,177,3
6794,164,1,114,7
6795,19,1,94,1
6796,132,1,87,7
6797,73,2,125.5,2
6798,133,1,87,7
6799,73,1,98,1
6800,170,1,50,7
6801,106,1,252,0
6802,14,1,139,4
6803,98,1,158,3
6804,121,1,99,3
6805,102,1,34,7
6806,157,1,49,7
6807,57,1,208,4
6808,14,1,34,1
6809,102,1,184,3
6810,62,1,76,1
6811,14,1,118,1
6812,92,1,139,3
6813,133,1,99,3
6814,170,1,79,7
6815,140,1,158,3
6816,73,1,154,4
6817,91,1,230,0
6818,14,2,180.5,2
6819,133,1,117,3
6820,133,2,212.5,2
6821,113,1,144,3
6822,133,1,87,7
6823,18,1,89,1
6824,73,1,254,4
6825,133,1,87,7
6826,40,1,40,1
6827,32,2,151,2
6828,170,1,84,7
6829,170,1,255,0
6830,22,1,114,1
6831,100,1,149,3
6832,102,1,94,3
6833,23,1,47,1
6834,50,1,250,4
6835,48,1,49,1
6836,123,1,83,7
6837,92,1,177,3
6838,170,1,257,0
6839,8,1,31,1
6840,14,2,153.5,2
6841,13,1,35,1
6842,133,1,106,3
6843,132,1,116,3
6844,133,1,111,3
6845,122,1,119,3
6846,23,2,143,2
6847,133,1,195,0
6848,23,1,66,1
6849,147,1,206,0
6850,16,1,146,4
6851,157,1,44,7
6852,170,1,72,7
6853,170,1,72,7
6854,9,1,31,1
6855,170,1,205,0
6856,160,1,46,7
6857,144,1,164,3
6858,163,1,76,7
6859,170,1,135,3
6860,133,1,87,7
6861,170,1,64,7
6862,151,1,108,7
6863,157,1,65,7
6864,133,1,218,0
6865,38,1,161,4
6866,73,1,278,4
6867,73,1,166,4
6868,12,1,203,4
6869,71,1,117,1
6870,37,1,34,1
6871,110,1,40,7
6872,113,1,140,3
6873,101,1,64,7
6874,168,1,178,0
6875,24,1,47,1
6876,169,1,87,7
6877,133,1,158,3
6878,73,1,147,4
6879,21,1,153,4
6880,156,1,265,0
6881,140,1,144,3
6882,99,1,40,7
6883,73,1,89,1
6884,151,1,65,7
6885,159,1,138,3
6886,13,1,79,1
6887,100,1,45,7
6888,170,1,67,7
6889,72,1,72,1
6890,133,1,210,0
6891,160,1,70,7
6892,41,1,127,1
6893,166,1,266,0
6894,164,1,167,3
6895,11,1,57,1
6896,89,1,130,3
6897,51,1,137,4
6898,5,2,77,2
6899,49,1,197,4
6900,35,1,94,1
6901,119,1,155,3
6902,14,1,84,1
6903,14,1,204,4
6904,132,1,214,0
6905,13,1,144,4
6906,170,1,235,0
6907,133,1,61,7
6908,73,1,199,4
6909,156,1,146,3
6910,133,1,142,3
6911,112,1,144,3
6912,6,1,194,4
6913,7,1,232,4
6914,0,1,79,1
6915,92,1,94,3
6916,10,1,188,4
6917,29,1,202,4
6918,73,1,87,1
6919,18,1,176,4
6920,170,1,183,0
6921,14,1,69,1
6922,14,2,146,2
6923,8,1,179,4
6924,157,1,38,7
6925,170,1,129,3
6926,153,1,63,7
6927,161,1,257,0
6928,25,1,209,4
6929,51,1,123,1
6930,23,1,225,4
6931,53,1,169,4
6932,170,1,72,7
6933,132,1,149,3
6934,73,1,179,4
6935,34,1,107,1
6936,71,1,150,4
6937,73,1,169,4
6938,102,1,34,7
6939,73,1,223,4
6940,170,1,79,7
6941,170,1,168,3
6942,12,1,87,1
6943,34,1,189,4
6944,119,1,149,3
6945,37,2,101.5,2
6946,9,1,182,4
6947,96,1,242,0
6948,161,1,149,3
6949,147,1,271,0
6950,68,3,157.6666667,6
6951,133,1,122,3
6952,170,1,75,7
6953,91,1,208,0
6954,133,1,89,7
6955,48,1,145,4
6956,170,1,194,0
6957,179,1,271,0
6958,50,1,49,1
6959,156,1,55,7
6960,14,1,180,4
6961,117,1,147,3
6962,161,1,256,0
6963,168,1,85,7
6964,91,1,118,3
6965,85,1,138,3
6966,143,1,40,7
6967,154,1,167,3
6968,108,1,219,0
6969,16,1,248,4
6970,155,1,218,0
6971,142,1,40,7
6972,169,1,149,3
6973,170,1,326,0
6974,133,1,317,0
6975,133,1,89,7
6976,115,1,155,3
6977,14,1,42,1
6978,17,1,248,4
6979,164,1,128,3
6980,152,1,122,3
6981,133,1,66,7
6982,168,1,186,0
6983,168,1,34,7
6984,1,1,253,4
6985,156,1,89,7
6986,45,1,44,1
6987,154,1,79,7
6988,137,1,218,0
6989,34,1,46,1
6990,91,1,164,3
6991,9,1,167,4
6992,14,1,150,4
6993,80,1,185,4
6994,40,1,176,4
6995,165,1,82,7
6996,24,1,33,1
6997,159,1,149,3
6998,148,1,140,3
6999,10,1,202,4
7000,62,1,51,1
7001,5,1,75,1
7002,131,1,209,0
7003,175,1,150,3
7004,16,1,236,4
7005,1,1,120,1
7006,165,1,142,3
7007,12,1,51,1
7008,111,1,117,3
7009,163,1,66,7
7010,37,1,174,4
7011,170,1,35,7
7012,131,1,87,7
7013,155,1,34,7
7014,73,1,129,1
7015,13,1,144,4
7016,162,1,126,3
7017,14,1,72,1
7018,32,1,264,4
7019,122,1,199,0
7020,34,1,30,1
7021,3,1,172,4
7022,52,1,194,4
7023,10,2,110.5,2
7024,131,1,138,3
7025,18,1,60,1
7026,97,1,149,3
7027,134,1,154,3
7028,170,1,74,7
7029,7,2,195.5,2
7030,159,1,144,3
7031,133,1,87,7
7032,153,1,87,7
7033,159,1,244,0
7034,133,1,190,0
7035,17,1,94,1
7036,165,1,63,7
7037,133,2,143,2
7038,2,1,69,1
7039,157,1,49,7
7040,152,1,79,7
7041,13,2,48,2
7042,112,1,218,0
7043,35,1,229,4
7044,122,1,234,0
7045,58,1,151,4
7046,170,1,72,7
7047,133,1,132,3
7048,14,1,79,1
7049,168,1,173,3
7050,33,1,99,1
7051,5,1,144,4
7052,170,1,84,7
7053,132,1,168,3
7054,46,1,138,4
7055,33,1,239,4
7056,170,1,46,7
7057,71,1,254,4
7058,146,1,160,3
7059,86,1,44,1
7060,55,1,218,4
7061,92,1,257,0
7062,18,1,34,1
7063,122,1,94,3
7064,146,1,149,3
7065,170,1,247,0
7066,4,1,63,1
7067,67,1,139,4
7068,73,1,256,4
7069,24,1,134,1
7070,122,1,227,0
7071,117,1,149,3
7072,122,1,166,3
7073,26,1,205,4
7074,72,1,54,1
7075,170,1,82,7
7076,92,2,165,2
7077,110,1,125,3
7078,79,1,144,3
7079,86,1,192,4
7080,167,1,45,7
7081,51,1,60,1
7082,53,1,89,1
7083,170,1,32,7
7084,164,1,73,7
7085,73,1,89,1
7086,155,1,204,0
7087,14,1,94,1
7088,14,1,74,1
7089,169,1,75,7
7090,170,1,236,0
7091,73,2,318,2
7092,92,1,51,1
7093,170,1,268,0
7094,170,1,165,3
7095,34,1,34,1
7096,147,1,144,3
7097,158,2,205,2
7098,47,1,154,4
7099,159,1,227,0
7100,4,1,211,4
7101,153,1,164,3
7102,50,1,196,4
7103,11,1,254,4
7104,101,1,171,3
7105,24,1,250,4
7106,73,1,33,1
7107,170,1,227,0
7108,170,1,242,0
7109,73,1,89,1
7110,87,1,265,0
7111,170,1,87,7
7112,115,2,198,2
7113,24,3,205.6666667,6
7114,163,1,213,0
7115,28,1,34,1
7116,6,1,51,1
7117,162,1,74,7
7118,100,2,131.5,2
7119,35,2,89,2
7120,162,1,139,3
7121,133,1,44,7
7122,172,1,44,7
7123,60,1,144,4
7124,170,1,82,7
7125,167,1,31,7
7126,161,1,84,7
7127,73,1,89,1
7128,73,1,210,4
7129,133,1,33,7
7130,102,1,192,3
7131,92,1,79,1
7132,170,1,139,3
7133,89,1,204,4
7134,153,1,63,7
7135,111,1,76,7
7136,21,1,265,4
7137,19,1,152,4
7138,14,1,74,1
7139,71,1,33,1
7140,133,1,276,0
7141,159,1,72,7
7142,170,1,79,7
7143,133,1,87,7
7144,73,1,124,1
7145,14,1,63,1
7146,168,1,124,3
7147,58,1,148,4
7148,43,1,258,4
7149,152,1,268,0
7150,158,1,175,3
7151,164,1,159,3
7152,92,1,94,3
7153,155,1,148,3
7154,128,1,49,7
7155,52,1,89,1
7156,72,1,172,4
7157,133,1,221,0
7158,3,2,229.5,2
7159,133,1,133,3
7160,37,1,99,1
7161,72,1,170,4
7162,29,1,270,4
7163,155,1,151,3
7164,131,1,89,7
7165,74,1,164,4
7166,152,1,140,3
7167,14,1,72,1
7168,71,1,87,1
7169,170,1,87,7
7170,170,1,79,7
7171,102,1,30,7
7172,170,1,209,0
7173,122,1,41,7
7174,16,1,159,4
7175,50,1,249,4
7176,170,1,97,7
7177,170,1,63,7
7178,62,1,30,1
7179,133,1,221,0
7180,53,1,250,4
7181,165,1,205,0
7182,133,1,249,0
7183,118,1,244,0
7184,73,2,136.5,2
7185,170,1,34,7
7186,162,1,64,7
7187,52,2,188,2
7188,92,1,94,3
7189,133,1,87,7
7190,169,1,226,0
7191,1,2,247.5,2
7192,167,1,253,0
7193,170,1,66,7
7194,101,2,96.5,2
7195,19,1,181,4
7196,72,1,232,4
7197,65,1,133,1
7198,92,1,148,3
7199,92,1,34,1
7200,102,1,213,0
7201,16,1,174,4
7202,170,1,63,7
7203,170,1,87,7
7204,166,1,65,7
7205,71,1,242,4
7206,90,1,94,3
7207,170,1,30,7
7208,163,1,89,7
7209,37,1,34,1
7210,62,1,116,1
7211,132,1,119,3
7212,133,1,87,7
7213,71,1,232,4
7214,127,1,51,7
7215,132,1,163,3
7216,37,1,34,1
7217,31,2,108.5,2
7218,166,1,165,3
7219,170,1,111,7
7220,170,1,42,7
7221,9,1,44,1
7222,8,1,124,1
7223,122,1,185,3
7224,147,1,144,3
7225,170,1,126,3
7226,10,1,44,1
7227,153,1,63,7
7228,162,3,58,6
7229,150,1,144,3
7230,133,1,45,7
7231,133,1,87,7
7232,14,1,126,1
7233,110,2,140,2
7234,128,2,70.5,2
7235,77,1,128,3
7236,131,1,117,3
7237,73,1,97,1
7238,156,1,74,7
7239,71,1,114,1
7240,7,1,130,1
7241,170,1,34,7
7242,11,1,87,1
7243,52,1,233,4
7244,14,1,87,1
7245,156,1,89,7
7246,170,1,231,0
7247,73,2,42.5,2
7248,155,1,180,3
7249,136,1,235,0
7250,162,1,80,7
7251,170,1,72,7
7252,53,1,33,1
7253,22,1,269,4
7254,133,1,87,7
7255,133,1,173,3
7256,7,1,112,1
7257,91,1,256,0
7258,166,1,79,7
7259,2,3,230.6666667,6
7260,155,1,223,0
7261,110,1,216,0
7262,4,2,157,2
7263,170,1,120,3
7264,65,1,258,4
7265,56,1,44,1
7266,170,1,39,7
7267,37,1,94,1
7268,7,1,31,1
7269,33,1,276,4
7270,132,1,120,3
7271,92,1,163,3
7272,23,1,89,1
7273,14,1,87,1
7274,133,1,132,3
7275,155,1,194,0
7276,4,1,149,4
7277,27,1,141,4
7278,147,1,166,3
7279,30,1,125,1
7280,10,1,40,1
7281,132,2,115.5,2
7282,170,1,220,0
7283,110,1,223,0
7284,143,1,186,0
7285,157,2,140,2
7286,14,1,217,4
7287,116,1,54,7
7288,52,1,49,1
7289,113,1,40,7
7290,164,1,38,7
7291,168,1,44,7
7292,154,1,65,7
7293,12,1,49,1
7294,132,1,114,3
7295,170,1,34,7
7296,91,1,180,3
7297,170,1,89,7
7298,157,1,87,7
7299,154,1,229,0
7300,170,1,82,7
7301,101,1,222,0
7302,170,1,211,0
7303,170,1,79,7
7304,5,1,134,1
7305,10,1,34,1
7306,170,1,144,3
7307,133,1,117,3
7308,157,1,215,0
7309,14,1,246,4
7310,110,1,222,0
7311,4,2,133,2
7312,164,1,69,7
7313,58,1,114,1
7314,73,1,121,1
7315,89,1,141,3
7316,59,1,149,4
7317,165,1,132,3
7318,73,1,89,1
7319,102,1,163,3
7320,113,1,49,7
7321,170,1,114,7
7322,9,1,116,1
7323,133,1,115,3
7324,159,1,261,0
7325,132,1,245,0
7326,169,1,34,7
7327,18,1,34,1
7328,118,1,39,7
7329,73,1,117,1
7330,3,1,40,1
7331,72,1,87,1
7332,9,1,135,1
7333,42,1,210,4
7334,53,1,120,1
7335,132,1,87,7
7336,170,1,53,7
7337,113,1,149,3
7338,159,1,87,7
7339,14,3,178.6666667,6
7340,58,1,191,4
7341,36,1,126,1
7342,53,1,226,4
7343,170,1,79,7
7344,71,1,174,4
7345,32,1,179,4
7346,73,2,148.5,2
7347,0,1,41,1
7348,10,1,87,1
7349,131,2,219.5,2
7350,98,1,122,3
7351,6,1,124,1
7352,13,1,32,1
7353,157,1,156,3
7354,127,1,214,0
7355,119,1,30,7
7356,168,1,79,7
7357,3,1,67,1
7358,52,1,89,1
7359,2,1,63,1
7360,34,1,248,4
7361,146,1,149,3
7362,155,1,84,7
7363,6,1,233,4
7364,1,1,198,4
7365,15,1,253,4
7366,159,1,247,0
7367,44,1,246,4
7368,48,1,44,1
7369,167,1,79,7
7370,6,1,98,1
7371,53,1,89,1
7372,133,1,177,3
7373,12,1,268,4
7374,133,1,33,7
7375,163,1,81,7
7376,112,1,253,0
7377,133,1,87,7
7378,19,2,208,2
7379,170,1,72,7
7380,3,1,34,1
7381,170,1,87,7
7382,72,1,56,1
