code,R,F,M,Àà±ð
21221,168,1,31,7
21222,14,1,74,1
21223,133,1,141,3
21224,170,1,89,7
21225,168,1,63,7
21226,19,1,144,4
21227,14,1,82,1
21228,84,2,85.5,2
21229,53,1,34,1
21230,10,1,150,4
21231,162,1,87,7
21232,170,1,72,7
21233,170,1,74,7
21234,12,1,37,1
21235,71,1,120,1
21236,70,2,67.5,2
21237,170,1,99,7
21238,102,1,30,7
21239,133,1,33,7
21240,8,1,192,4
21241,11,1,185,4
21242,60,1,35,1
21243,58,1,50,1
21244,170,1,228,0
21245,10,1,49,1
21246,14,1,79,1
21247,152,1,203,0
21248,116,1,49,7
21249,14,1,229,4
21250,170,1,72,7
21251,152,1,206,0
21252,52,1,90,1
21253,73,1,75,1
21254,14,1,69,1
21255,104,1,144,3
21256,170,1,108,7
21257,155,1,79,7
21258,170,1,82,7
21259,102,1,123,3
21260,7,1,188,4
21261,28,2,154.5,2
21262,0,1,84,1
21263,59,1,49,1
21264,14,1,43,1
21265,170,1,203,0
21266,152,1,84,7
21267,34,1,99,1
21268,156,1,81,7
21269,46,1,207,4
21270,14,1,183,4
21271,165,1,82,7
21272,17,1,213,4
21273,166,1,63,7
21274,156,1,125,3
21275,169,1,107,7
21276,158,1,141,3
21277,93,1,144,3
21278,133,2,246,2
21279,133,1,236,0
21280,79,1,134,3
21281,165,1,132,3
21282,170,1,79,7
21283,170,1,163,3
21284,140,1,198,0
21285,7,1,128,1
21286,133,1,207,0
21287,170,1,87,7
21288,132,1,37,7
21289,24,1,94,1
21290,133,1,95,7
21291,4,3,55,6
21292,27,1,129,1
21293,101,1,148,3
21294,70,1,259,4
21295,132,1,87,7
21296,173,1,226,0
21297,170,1,242,0
21298,56,1,195,4
21299,132,1,232,0
21300,132,1,87,7
21301,163,1,79,7
21302,131,1,209,0
21303,133,1,258,0
21304,133,1,193,0
21305,170,1,63,7
21306,163,1,96,7
21307,3,2,220,2
21308,3,1,195,4
21309,24,1,243,4
21310,154,1,261,0
21311,122,1,94,3
21312,57,1,114,1
21313,38,1,137,4
21314,166,1,79,7
21315,133,1,258,0
21316,73,1,87,1
21317,36,1,188,4
21318,14,1,72,1
21319,17,1,144,4
21320,88,1,118,3
21321,81,1,221,4
21322,73,1,87,1
21323,170,1,82,7
21324,73,1,221,4
21325,170,1,79,7
21326,73,1,41,1
21327,170,1,63,7
21328,91,1,209,0
21329,73,1,87,1
21330,170,1,42,7
21331,36,1,34,1
21332,53,1,156,4
21333,128,1,34,7
21334,62,1,208,4
21335,128,1,205,0
21336,62,1,94,1
21337,8,1,44,1
21338,36,1,51,1
21339,145,1,145,3
21340,4,1,217,4
21341,152,1,114,3
21342,133,1,87,7
21343,170,1,82,7
21344,163,1,239,0
21345,116,2,113,2
21346,2,2,222.5,2
21347,101,1,111,3
21348,157,1,208,0
21349,161,1,72,7
21350,14,1,72,1
21351,100,1,229,0
21352,56,1,149,4
21353,132,1,102,3
21354,71,1,87,1
21355,133,1,87,7
21356,158,1,136,3
21357,63,1,139,4
21358,73,1,87,1
21359,97,1,173,3
21360,91,1,119,3
21361,170,1,79,7
21362,108,1,211,0
21363,131,1,203,0
21364,0,1,82,1
21365,36,1,94,1
21366,92,1,94,3
21367,14,1,87,1
21368,35,1,30,1
21369,73,1,152,4
21370,92,2,60,2
21371,121,1,201,0
21372,164,1,250,0
21373,170,1,59,7
21374,8,1,78,1
21375,14,2,95.5,2
21376,7,1,49,1
21377,10,2,131.5,2
21378,170,1,34,7
21379,60,1,149,4
21380,58,1,134,1
21381,14,1,125,1
21382,24,1,149,4
21383,73,2,291.5,2
21384,56,1,138,4
21385,18,1,230,4
21386,139,1,167,3
21387,90,1,215,0
21388,39,2,192.5,2
21389,92,1,94,3
21390,167,1,74,7
21391,122,1,144,3
21392,7,1,134,1
21393,73,2,209,2
21394,133,1,223,0
21395,10,1,72,1
21396,158,1,251,0
21397,133,1,47,7
21398,24,1,34,1
21399,148,1,49,7
21400,118,1,163,3
21401,51,1,208,4
21402,102,1,187,3
21403,6,1,243,4
21404,111,1,144,3
21405,167,1,65,7
21406,7,1,40,1
21407,23,1,34,1
21408,71,1,123,1
21409,8,1,84,1
21410,14,1,222,4
21411,84,2,158,2
21412,118,1,81,7
21413,162,1,31,7
21414,37,1,94,1
21415,161,1,65,7
21416,166,1,151,3
21417,14,1,132,1
21418,112,1,148,3
21419,12,1,110,1
21420,6,3,85.33333333,6
21421,133,2,152.5,2
21422,170,1,83,7
21423,73,1,131,3
21424,170,1,193,0
21425,133,1,132,3
21426,24,1,217,4
21427,170,1,238,0
21428,170,1,30,7
21429,132,1,104,3
21430,158,1,87,7
21431,83,1,174,4
21432,6,1,246,4
21433,60,1,172,4
21434,148,1,144,3
21435,121,1,78,7
21436,170,1,177,3
21437,3,1,42,1
21438,133,1,263,0
21439,162,1,193,0
21440,162,1,66,7
21441,132,1,303,0
21442,19,1,30,1
21443,73,1,247,4
21444,170,1,154,3
21445,22,1,117,1
21446,72,1,48,1
21447,19,1,94,1
21448,133,1,110,3
21449,10,1,89,1
21450,157,1,46,7
21451,167,1,122,3
21452,46,1,248,4
21453,101,1,188,3
21454,170,1,63,7
21455,164,1,126,3
21456,46,1,144,4
21457,112,1,46,7
21458,132,1,213,0
21459,164,1,82,7
21460,142,1,164,3
21461,65,1,124,1
21462,106,1,200,0
21463,73,1,89,1
21464,159,1,72,7
21465,56,1,126,1
21466,66,1,174,4
21467,101,1,248,0
21468,19,1,30,1
21469,128,2,77.5,2
21470,14,1,79,1
21471,158,1,175,3
21472,45,1,217,4
21473,147,1,254,0
21474,37,1,99,1
21475,170,1,68,7
21476,30,1,179,4
21477,170,1,129,3
21478,161,1,63,7
21479,81,1,144,3
21480,132,1,182,3
21481,52,2,54,2
21482,133,1,111,3
21483,132,1,148,3
21484,33,1,221,4
21485,92,2,46.5,2
21486,73,1,212,4
21487,133,1,89,7
21488,122,1,94,3
21489,133,1,87,7
21490,43,1,228,4
21491,14,1,218,4
21492,18,1,171,4
21493,8,1,40,1
21494,133,1,89,7
21495,73,1,89,1
21496,24,1,170,4
21497,48,1,124,1
21498,170,1,149,3
21499,154,1,72,7
21500,108,1,149,3
21501,127,1,233,0
21502,154,1,258,0
21503,73,1,123,1
21504,24,1,30,1
21505,133,1,203,0
21506,91,1,30,1
21507,132,1,123,3
21508,133,1,229,0
21509,133,1,87,7
21510,24,1,209,4
21511,73,1,117,1
21512,53,1,167,4
21513,133,1,142,3
21514,133,1,87,7
21515,105,1,164,3
21516,62,1,128,1
21517,114,1,98,3
21518,159,1,184,0
21519,122,1,32,7
21520,47,1,215,4
21521,164,1,268,0
21522,83,1,114,3
21523,139,1,144,3
21524,53,1,99,1
21525,122,1,66,7
21526,170,1,72,7
21527,96,1,200,0
21528,11,1,84,1
21529,89,1,62,1
21530,71,2,109.5,2
21531,53,1,260,4
21532,133,1,72,7
21533,36,1,89,1
21534,6,1,269,4
21535,73,1,147,4
21536,166,1,66,7
21537,157,1,34,7
21538,113,1,200,0
21539,133,1,258,0
21540,170,1,89,7
21541,114,1,274,0
21542,133,1,188,0
21543,128,1,34,7
21544,170,1,228,0
21545,166,1,234,0
21546,165,1,40,7
21547,37,1,74,1
21548,14,1,149,4
21549,13,1,217,4
21550,4,1,87,1
21551,10,2,163,2
21552,148,1,261,0
21553,170,1,87,7
21554,4,1,118,1
21555,23,1,31,1
21556,127,1,173,3
21557,155,1,147,3
21558,12,1,162,4
21559,72,1,173,4
21560,46,1,132,1
21561,121,1,216,0
21562,160,1,89,7
21563,102,1,88,3
21564,140,1,144,3
21565,11,1,44,1
21566,141,1,143,3
21567,140,1,161,3
21568,73,1,116,1
21569,159,1,87,7
21570,101,1,150,3
21571,13,1,63,1
21572,116,1,71,7
21573,133,1,129,3
21574,102,1,94,3
21575,82,1,227,4
21576,147,1,233,0
21577,72,2,213,2
21578,132,1,165,3
21579,133,1,54,7
21580,133,1,261,0
21581,42,1,40,1
21582,170,1,79,7
21583,21,1,50,1
21584,33,1,89,1
21585,100,1,215,0
21586,131,2,142,2
21587,45,2,65,2
21588,170,1,30,7
21589,10,1,44,1
21590,151,1,198,0
21591,6,1,189,4
21592,71,1,89,1
21593,14,1,79,1
21594,118,1,223,0
21595,145,1,210,0
21596,110,1,49,7
21597,170,1,222,0
21598,16,1,142,4
21599,53,1,204,4
21600,170,1,154,3
21601,110,1,231,0
21602,170,1,246,0
21603,105,1,48,7
21604,133,1,193,0
21605,170,1,220,0
21606,17,1,194,4
21607,77,1,192,4
21608,133,1,87,7
21609,166,1,166,3
21610,50,1,144,4
21611,36,1,94,1
21612,60,1,146,4
21613,73,1,122,1
21614,133,1,89,7
21615,119,1,122,3
21616,14,2,40,2
21617,133,1,36,7
21618,116,1,40,7
21619,33,1,184,4
21620,36,1,121,1
21621,14,1,64,1
21622,170,1,79,7
21623,155,1,34,7
21624,133,1,117,3
21625,53,1,34,1
21626,16,1,170,4
21627,73,1,57,1
21628,156,2,111.5,2
21629,170,1,87,7
21630,92,1,104,3
21631,114,1,41,7
21632,62,1,241,4
21633,170,1,79,7
21634,37,1,74,1
21635,52,1,237,4
21636,170,1,65,7
21637,170,1,237,0
21638,98,1,200,0
21639,14,1,72,1
21640,14,2,150.5,2
21641,73,1,199,4
21642,46,1,144,4
21643,122,1,94,3
21644,161,1,63,7
21645,170,1,79,7
21646,37,1,94,1
21647,11,1,129,1
21648,14,1,72,1
21649,35,1,154,4
21650,68,1,94,1
21651,14,1,31,1
21652,90,2,73,2
21653,22,1,174,4
21654,73,1,87,1
21655,95,1,118,3
21656,66,2,156,2
21657,64,2,83.5,2
21658,9,1,111,1
21659,16,1,185,4
21660,72,1,253,4
21661,124,1,213,0
21662,73,1,87,1
21663,15,1,134,1
21664,170,1,84,7
21665,9,1,115,1
21666,169,1,124,3
21667,24,1,32,1
21668,14,1,72,1
21669,73,1,87,1
21670,109,1,234,0
21671,170,1,227,0
21672,133,1,87,7
21673,153,1,225,0
21674,133,1,53,7
21675,98,1,258,0
21676,62,1,94,1
21677,152,1,30,7
21678,15,1,114,1
21679,131,1,140,3
21680,131,2,221.5,2
21681,165,1,212,0
21682,36,1,111,1
21683,167,1,161,3
21684,36,1,94,1
21685,154,1,146,3
21686,35,2,191,2
21687,133,1,106,3
21688,7,1,175,4
21689,97,1,234,0
21690,155,1,72,7
21691,132,1,242,0
21692,73,1,252,4
21693,133,1,89,7
21694,53,1,157,4
21695,45,1,230,4
21696,112,1,174,3
21697,48,1,144,4
21698,127,1,111,3
21699,57,1,193,4
21700,1,2,143,2
21701,164,1,170,3
21702,161,1,74,7
21703,170,1,69,7
21704,9,1,65,1
21705,170,1,74,7
21706,170,1,170,3
21707,133,2,60.5,2
21708,157,1,46,7
21709,35,1,254,4
21710,152,1,63,7
21711,102,1,267,0
21712,102,1,118,3
21713,151,1,238,0
21714,71,1,204,4
21715,71,2,155,2
21716,46,1,40,1
21717,97,1,193,3
21718,86,1,190,4
21719,170,1,193,0
21720,51,1,104,1
21721,169,1,46,7
21722,23,1,94,1
21723,118,1,178,3
21724,132,1,114,3
21725,155,1,69,7
21726,133,1,216,0
21727,156,2,51.5,2
21728,48,1,156,4
21729,131,1,87,7
21730,166,1,145,3
21731,14,1,56,1
21732,83,1,38,1
21733,102,1,99,3
21734,131,1,130,3
21735,14,1,194,4
21736,119,1,128,3
21737,133,1,158,3
21738,133,1,178,3
21739,131,1,203,0
21740,73,1,89,1
21741,112,1,49,7
21742,170,1,128,3
21743,9,1,87,1
21744,167,1,83,7
21745,132,1,33,7
21746,24,1,150,4
21747,34,2,79,2
21748,53,1,34,1
21749,73,1,55,1
21750,3,1,174,4
21751,10,1,35,1
21752,14,1,72,1
21753,72,1,87,1
21754,102,2,240,2
21755,165,1,182,0
21756,107,1,206,0
21757,102,2,212.5,2
21758,34,1,94,1
21759,133,1,193,0
21760,91,1,99,3
21761,155,1,153,3
21762,111,1,49,7
21763,72,1,217,4
21764,165,1,113,7
21765,73,1,87,1
21766,170,1,87,7
21767,133,1,218,0
21768,4,1,225,4
21769,121,1,94,3
21770,11,1,118,1
21771,113,1,270,0
21772,23,1,186,4
21773,53,1,143,4
21774,37,1,94,1
21775,47,1,217,4
21776,46,1,139,4
21777,89,1,38,1
21778,14,1,127,1
21779,146,1,264,0
21780,3,2,157.5,2
21781,151,1,38,7
21782,170,1,175,3
21783,73,1,261,4
21784,133,1,204,0
21785,172,1,216,0
21786,154,1,241,0
21787,96,1,49,7
21788,73,1,127,1
21789,168,1,31,7
21790,157,1,40,7
21791,17,1,212,4
21792,73,1,89,1
21793,0,1,192,4
21794,156,2,138,2
21795,73,1,215,4
21796,143,1,140,3
21797,102,1,32,7
21798,2,1,236,4
21799,107,1,40,7
21800,14,1,34,1
21801,165,1,46,7
21802,73,1,119,1
21803,95,1,37,7
21804,147,1,113,3
21805,14,1,180,4
21806,136,1,190,0
21807,109,1,144,3
21808,121,1,149,3
21809,9,1,89,1
21810,109,1,73,7
21811,6,1,139,4
21812,22,2,34,2
21813,73,1,80,1
21814,21,1,49,1
21815,161,1,139,3
21816,73,1,151,4
21817,133,1,44,7
21818,170,1,126,3
21819,6,2,122.5,2
21820,92,1,177,3
21821,32,1,44,1
21822,95,1,149,3
21823,24,1,34,1
21824,92,1,56,1
21825,91,1,34,1
21826,114,1,149,3
21827,136,1,161,3
21828,20,1,61,1
21829,11,1,257,4
21830,132,1,204,0
21831,164,1,224,0
21832,48,1,191,4
21833,160,1,239,0
21834,155,1,141,3
21835,104,1,49,7
21836,0,2,140,2
21837,73,1,128,1
21838,14,1,82,1
21839,52,1,236,4
21840,72,1,142,4
21841,30,1,144,4
21842,89,1,130,3
21843,156,1,63,7
21844,133,1,87,7
21845,170,1,111,7
21846,57,1,134,1
21847,40,1,73,1
21848,4,1,127,1
21849,143,1,34,7
21850,21,1,50,1
21851,52,1,163,4
21852,108,1,201,0
21853,162,1,38,7
21854,144,1,145,3
21855,32,1,41,1
21856,14,1,215,4
21857,119,2,101.5,2
21858,8,1,233,4
21859,131,1,186,3
21860,11,1,267,4
21861,60,1,160,4
21862,23,1,34,1
21863,14,1,163,4
21864,24,1,171,4
21865,102,2,306.5,2
21866,71,1,87,1
21867,33,1,94,1
21868,170,1,104,7
21869,15,1,183,4
21870,24,1,34,1
21871,111,2,170.5,2
21872,107,1,144,3
21873,110,1,38,7
21874,160,1,66,7
21875,126,1,160,3
21876,37,1,94,1
21877,160,1,144,3
21878,14,1,248,4
21879,170,1,160,3
21880,154,1,72,7
21881,11,1,132,1
21882,22,1,255,4
21883,133,1,87,7
21884,170,1,264,0
21885,71,3,143.6666667,6
21886,148,1,42,7
21887,12,1,246,4
21888,158,1,65,7
21889,73,1,53,1
21890,152,1,30,7
21891,131,1,169,3
21892,59,1,73,1
21893,24,1,30,1
21894,155,1,65,7
21895,169,1,44,7
21896,37,1,243,4
21897,91,1,238,0
21898,51,2,167,2
21899,14,1,206,4
21900,133,1,124,3
21901,11,2,204,2
21902,133,1,89,7
21903,144,1,255,0
21904,133,2,115.5,2
21905,29,1,40,1
21906,81,1,218,4
21907,170,1,53,7
21908,14,2,138,2
21909,92,1,244,0
21910,27,1,208,4
21911,31,1,204,4
21912,36,2,247.5,2
21913,166,1,203,0
21914,177,1,133,3
21915,10,1,164,4
21916,19,1,110,1
21917,7,1,124,1
21918,170,1,30,7
21919,132,1,87,7
21920,73,1,89,1
21921,130,1,142,3
21922,159,1,192,0
21923,132,1,127,3
21924,133,1,87,7
21925,133,1,31,7
21926,170,1,203,0
21927,132,1,168,3
21928,35,1,43,1
21929,122,1,99,3
21930,98,1,168,3
21931,170,1,64,7
21932,102,1,94,3
21933,143,1,268,0
21934,37,1,99,1
21935,110,1,190,3
21936,170,1,64,7
21937,73,1,33,1
21938,73,1,67,1
21939,168,2,257.5,2
21940,14,1,32,1
21941,95,1,217,0
21942,37,1,247,4
21943,170,1,162,3
21944,128,1,194,0
21945,14,1,183,4
21946,133,1,87,7
21947,128,1,111,3
21948,154,1,195,0
21949,170,1,273,0
21950,141,1,49,7
21951,102,1,177,3
21952,11,1,79,1
21953,91,1,99,3
21954,52,1,89,1
21955,174,1,49,7
21956,159,1,83,7
21957,170,1,61,7
21958,8,1,195,4
21959,167,1,84,7
21960,25,1,178,4
21961,169,1,34,7
21962,21,1,274,4
21963,8,1,170,4
21964,52,1,186,4
21965,170,1,46,7
21966,133,1,87,7
21967,73,1,87,1
21968,133,1,272,0
21969,170,1,215,0
21970,43,1,194,4
21971,19,1,131,1
21972,4,1,81,1
21973,133,1,255,0
21974,13,1,40,1
21975,133,1,246,0
21976,31,1,182,4
21977,132,1,77,7
21978,80,3,117.3333333,6
21979,52,1,89,1
21980,14,1,74,1
21981,5,2,97,2
21982,73,1,448,0
21983,131,2,76.5,2
21984,122,1,99,3
21985,133,1,256,0
21986,98,1,48,7
21987,14,1,147,4
21988,92,1,94,3
21989,51,1,131,1
21990,116,1,32,7
21991,133,1,45,7
21992,133,1,207,0
21993,73,1,117,1
21994,52,2,132,2
21995,3,1,46,1
21996,71,1,261,4
21997,32,1,230,4
21998,71,1,137,3
21999,12,1,134,1
22000,102,1,94,3
22001,133,1,87,7
22002,170,1,200,0
22003,157,1,63,7
22004,73,1,180,4
22005,6,1,44,1
22006,156,1,164,3
22007,147,1,49,7
22008,38,1,163,4
22009,15,1,114,1
22010,121,1,254,0
22011,169,1,97,7
22012,34,1,33,1
22013,87,1,49,1
22014,102,1,219,0
22015,109,1,47,7
22016,73,1,117,1
22017,156,1,163,3
22018,36,1,196,4
22019,133,1,96,7
22020,33,1,94,1
22021,73,1,87,1
22022,133,1,140,3
22023,14,1,237,4
22024,133,2,155,2
22025,53,1,139,4
22026,164,1,30,7
22027,73,1,33,1
22028,133,1,87,7
22029,73,1,180,4
22030,133,1,31,7
22031,118,1,263,0
22032,92,1,215,0
22033,95,2,110,2
22034,174,1,178,0
22035,53,1,34,1
22036,24,1,177,4
22037,121,1,191,0
22038,105,1,38,7
22039,73,1,144,4
22040,14,1,116,1
22041,84,1,207,4
22042,14,2,129.5,2
22043,13,1,201,4
22044,165,1,223,0
22045,131,1,131,3
22046,170,1,247,0
22047,170,1,232,0
22048,71,1,87,1
22049,170,1,62,7
22050,42,1,212,4
22051,8,1,124,1
22052,73,1,64,1
22053,163,2,54.5,2
22054,131,1,177,3
22055,86,1,49,1
22056,53,2,165.5,2
22057,158,1,116,3
22058,37,1,51,1
22059,132,1,87,7
22060,18,1,219,4
22061,144,1,250,0
22062,13,3,160.3333333,6
22063,14,2,58,2
22064,133,1,33,7
22065,152,1,227,0
22066,9,1,44,1
22067,133,1,87,7
22068,14,1,112,1
22069,2,1,85,1
22070,101,1,194,0
22071,170,1,79,7
22072,114,1,46,7
22073,113,2,177.5,2
22074,10,1,154,4
22075,163,1,262,0
22076,170,1,142,3
22077,154,1,54,7
22078,14,1,202,4
22079,6,2,94.5,2
22080,168,1,82,7
22081,14,1,79,1
22082,102,1,202,0
22083,73,1,87,1
22084,53,1,89,1
22085,170,1,175,3
22086,24,1,116,1
22087,155,1,210,0
22088,89,1,129,3
22089,102,1,124,3
22090,170,1,79,7
22091,170,1,229,0
22092,127,1,174,3
22093,170,1,79,7
22094,45,1,149,4
22095,176,1,40,7
22096,85,1,203,4
22097,73,1,89,1
22098,53,1,89,1
22099,71,1,259,4
22100,10,1,60,1
22101,34,1,99,1
22102,117,1,144,3
22103,163,1,87,7
22104,106,1,203,0
22105,32,1,224,4
22106,4,1,188,4
22107,57,1,44,1
22108,19,1,94,1
22109,14,1,66,1
22110,73,1,120,1
22111,48,1,228,4
22112,102,1,50,7
22113,151,1,63,7
22114,133,1,98,7
22115,159,1,99,7
22116,169,1,152,3
22117,13,1,79,1
22118,133,1,180,3
22119,119,2,163,2
22120,24,1,115,1
22121,34,1,34,1
22122,152,1,194,0
22123,53,2,31.5,2
22124,33,1,85,1
22125,170,1,249,0
22126,139,1,144,3
22127,133,1,106,3
22128,170,1,316,0
22129,101,1,34,7
22130,170,1,79,7
22131,32,1,209,4
22132,170,1,30,7
22133,7,1,51,1
22134,166,1,226,0
22135,92,1,88,3
22136,13,1,34,1
22137,24,1,94,1
22138,133,1,55,7
22139,170,1,82,7
22140,70,3,270.3333333,6
22141,169,1,261,0
22142,73,1,88,1
22143,155,1,166,3
22144,56,1,47,1
22145,163,1,65,7
22146,97,1,208,0
22147,12,1,65,1
22148,133,1,87,7
22149,163,1,57,7
22150,52,1,163,4
22151,51,1,49,1
22152,4,1,258,4
22153,72,1,93,1
22154,161,1,234,0
22155,133,1,217,0
22156,130,1,196,0
22157,24,1,49,1
22158,4,1,82,1
22159,34,1,226,4
22160,31,1,251,4
22161,169,1,34,7
22162,170,1,199,0
22163,170,1,64,7
22164,140,1,50,7
22165,170,1,72,7
22166,170,1,84,7
22167,36,1,34,1
22168,19,1,182,4
22169,98,1,149,3
22170,72,1,132,1
22171,164,1,99,7
22172,133,1,87,7
22173,173,1,223,0
22174,153,1,190,0
22175,97,1,141,3
22176,157,1,54,7
22177,133,1,217,0
22178,37,1,67,1
22179,3,1,64,1
22180,157,1,185,0
22181,170,1,262,0
22182,129,1,273,0
22183,170,1,168,3
22184,140,1,185,0
22185,157,1,272,0
22186,90,1,204,4
22187,92,1,94,3
22188,160,1,165,3
22189,33,1,74,1
22190,34,2,128.5,2
22191,163,1,82,7
22192,53,1,89,1
22193,37,1,34,1
22194,164,1,114,7
22195,162,1,155,3
22196,155,1,40,7
22197,92,1,79,1
22198,14,1,190,4
22199,89,1,144,3
22200,140,1,65,7
22201,90,1,144,3
22202,73,1,38,1
22203,36,1,138,4
22204,133,1,89,7
22205,155,1,100,7
22206,170,1,65,7
22207,155,1,144,3
22208,31,1,144,4
22209,126,1,142,3
22210,43,2,158,2
22211,21,1,144,4
22212,39,1,126,1
22213,170,1,89,7
22214,170,1,179,0
22215,37,1,94,1
22216,23,1,228,4
22217,14,1,151,4
22218,23,1,170,4
22219,12,1,166,4
22220,36,1,187,4
22221,21,1,243,4
22222,170,1,183,0
22223,159,1,207,0
22224,166,1,213,0
22225,141,1,219,0
22226,19,3,138.6666667,6
22227,8,2,190,2
22228,148,1,158,3
22229,91,1,149,3
22230,170,1,116,7
22231,47,1,177,4
22232,73,1,315,0
22233,156,1,74,7
22234,166,1,79,7
22235,92,1,94,3
22236,156,1,89,7
22237,24,1,144,4
22238,170,1,34,7
22239,132,1,264,0
22240,133,1,99,3
22241,71,2,252,2
22242,19,1,114,1
22243,133,1,87,7
22244,153,1,82,7
22245,170,1,72,7
22246,157,1,188,0
22247,62,1,180,4
22248,7,1,118,1
22249,107,1,144,3
22250,153,1,30,7
22251,106,1,73,7
22252,170,1,169,3
22253,170,1,78,7
22254,178,1,227,0
22255,49,1,149,4
22256,7,1,44,1
22257,92,1,262,0
22258,73,1,87,1
22259,133,1,87,7
22260,157,1,72,7
22261,133,1,272,0
22262,170,1,72,7
22263,32,1,208,4
22264,36,1,124,1
22265,73,1,150,4
22266,148,1,154,3
22267,121,1,169,3
22268,113,1,251,0
22269,133,1,117,3
22270,133,1,263,0
22271,132,1,183,3
22272,154,1,37,7
22273,37,1,89,1
22274,156,1,201,0
22275,128,1,94,7
22276,95,1,40,7
22277,14,1,62,1
22278,122,1,94,3
22279,170,1,87,7
22280,167,1,199,0
22281,46,1,216,4
22282,133,1,73,7
22283,30,1,35,1
22284,166,2,64.5,2
22285,162,1,234,0
22286,14,1,159,4
22287,133,1,87,7
22288,11,1,232,4
22289,12,1,34,1
22290,169,1,66,7
22291,170,1,42,7
22292,122,1,222,0
22293,11,1,177,4
22294,170,1,199,0
22295,133,1,111,3
22296,145,1,263,0
22297,24,1,112,1
22298,37,2,64,2
22299,45,1,226,4
22300,1,1,82,1
22301,170,1,155,3
22302,28,1,193,4
22303,15,1,118,1
22304,133,1,87,7
22305,72,1,164,4
22306,10,1,89,1
22307,159,1,64,7
22308,128,1,184,3
22309,13,1,82,1
22310,169,1,209,0
22311,35,1,94,1
22312,66,1,40,1
22313,170,1,194,0
22314,96,1,226,0
22315,6,1,208,4
22316,102,1,130,3
22317,92,1,34,1
22318,132,1,33,7
22319,170,1,171,3
22320,28,1,239,4
22321,101,1,32,7
22322,144,1,124,3
22323,152,1,128,3
22324,81,1,245,4
22325,6,1,109,1
22326,170,1,89,7
22327,78,1,49,1
22328,133,1,89,7
22329,1,1,184,4
22330,34,1,99,1
22331,9,1,65,1
22332,101,1,108,3
22333,157,1,151,3
22334,53,1,127,1
22335,145,1,156,3
22336,11,1,44,1
22337,38,1,246,4
22338,133,1,89,7
22339,139,1,144,3
22340,144,1,246,0
22341,156,1,208,0
22342,36,1,206,4
22343,132,1,234,0
22344,53,1,166,4
22345,73,1,237,4
22346,127,1,163,3
22347,6,1,44,1
22348,34,1,34,1
22349,72,1,87,1
22350,71,1,87,1
22351,12,1,219,4
22352,162,1,144,3
22353,133,1,166,3
22354,73,1,87,1
22355,170,1,123,3
22356,10,1,144,4
22357,6,1,30,1
22358,155,1,213,0
22359,155,1,65,7
22360,44,1,169,4
22361,133,1,87,7
22362,170,1,30,7
22363,170,1,65,7
22364,97,1,201,0
22365,170,1,64,7
22366,133,1,147,3
22367,133,1,87,7
22368,132,1,124,3
22369,19,1,77,1
22370,33,1,30,1
22371,159,1,72,7
22372,73,1,177,4
22373,133,1,353,0
22374,156,1,144,3
22375,14,1,33,1
22376,23,1,169,4
22377,170,1,252,0
22378,133,1,104,3
22379,137,1,61,7
22380,154,1,196,0
22381,112,1,144,3
22382,13,1,200,4
22383,37,1,213,4
22384,97,1,196,0
22385,19,1,119,1
22386,110,1,176,3
22387,73,1,164,4
22388,170,1,99,7
22389,116,1,133,3
22390,92,1,94,3
22391,142,1,263,0
22392,170,1,87,7
22393,131,1,59,7
22394,52,1,46,1
22395,131,1,118,3
22396,89,1,49,1
22397,170,1,229,0
22398,12,2,139,2
22399,81,1,130,3
22400,154,1,64,7
22401,92,2,145,2
22402,133,1,218,0
22403,92,1,78,1
22404,158,1,177,3
22405,143,1,144,3
22406,170,1,76,7
22407,163,1,63,7
22408,53,1,89,1
22409,73,1,210,4
22410,102,1,241,0
22411,9,1,118,1
22412,170,1,63,7
22413,170,1,79,7
22414,24,1,94,1
22415,40,1,116,1
22416,52,1,152,4
22417,73,1,63,1
22418,111,1,152,3
22419,157,2,108.5,2
22420,11,1,109,1
22421,170,1,236,0
22422,132,1,116,3
22423,179,1,97,7
22424,114,1,44,7
22425,101,1,193,3
22426,164,1,168,3
22427,41,1,134,1
22428,133,1,119,3
22429,23,1,230,4
22430,170,1,79,7
22431,170,1,123,3
22432,5,2,227.5,2
22433,170,1,65,7
22434,133,1,89,7
22435,173,1,217,0
22436,133,1,89,7
22437,52,1,152,4
22438,73,2,88.5,2
22439,73,2,128.5,2
22440,14,1,106,1
22441,131,1,238,0
22442,170,1,69,7
22443,22,1,45,1
22444,5,2,202,2
22445,14,1,84,1
22446,170,1,243,0
22447,170,1,30,7
22448,131,1,161,3
22449,170,1,66,7
22450,170,1,33,7
22451,162,1,112,7
22452,170,1,260,0
22453,170,1,39,7
22454,73,1,87,1
22455,133,1,207,0
22456,133,1,33,7
22457,23,1,191,4
22458,131,1,267,0
22459,133,1,232,0
22460,52,1,183,4
22461,46,1,175,4
22462,132,1,263,0
22463,141,1,265,0
22464,91,1,94,3
22465,143,1,149,3
22466,44,1,265,4
22467,33,1,34,1
22468,167,1,169,3
22469,34,1,76,1
22470,73,1,33,1
22471,166,1,79,7
22472,2,1,177,4
22473,90,1,265,0
22474,170,1,103,7
22475,164,1,157,3
22476,102,1,34,7
22477,133,1,33,7
22478,9,1,82,1
22479,163,1,261,0
22480,52,1,89,1
22481,7,1,124,1
